,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn,corr,corr_low,corr_high
56,OHLC/4,182,240,23,macds,233,125,5,13,0.39,1371,395,379,352,780,68,24,962,178,314,20,210,32,433,913,726,364,286,760,694,456,289,386,54,777,100,234,922,477,688,21,50,11,15,629,3,19,6,5,386,18,14,0.07,0.4,0.3,0.67,0.55,0.8,False,False,True,False,True,False,False,True,False,True,False,True,True,True,True,False,True,7.948788083602067,True,False,-0.1881534543999238,-0.2216384880441534,-0.2209797618602621
57,high,56,149,24,macds,211,148,5,3,0.22,506,892,245,66,974,171,355,953,5,250,111,344,167,56,828,520,467,328,807,656,442,440,929,129,195,663,967,684,234,964,8,12,21,17,45,8,26,66,17,480,9,10,0.15,0.16,0.16,0.31,0.25,0.49,True,False,True,False,True,False,False,True,True,True,False,False,False,True,True,True,True,11.640745524394577,True,False,-0.2006450028267875,-0.1934631547774957,-0.1969477017235419
58,open,115,400,22,macdh,138,386,5,18,0.11,1065,956,185,299,797,326,390,194,283,254,264,95,91,500,807,575,429,396,637,593,498,443,871,390,457,493,72,959,909,153,10,44,54,13,131,15,40,58,2,938,8,17,0.3,0.11,0.05,0.82,0.19,0.23,True,False,True,True,True,False,True,True,True,False,True,True,False,True,True,False,True,15.426286819883156,True,False,-0.243757878595306,-0.1972645306394248,-0.2017091492545298
59,close,329,344,18,macdh,189,213,3,17,0.21,768,903,96,164,449,204,27,897,249,168,815,94,237,939,857,835,432,253,784,596,381,369,960,457,695,180,634,794,429,809,21,37,42,15,409,2,52,8,17,847,1,15,0.21,0.09,0.42,0.56,0.85,0.92,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,29.11576833378164,True,False,-0.2085856916957923,-0.2125413780876666,-0.2178482011850957
60,HL/2,427,487,40,macdh,52,227,5,14,0.38,1184,717,272,166,346,391,37,323,281,261,20,156,69,381,847,548,290,253,962,521,292,259,819,986,283,675,657,143,598,881,9,13,13,14,219,12,28,21,17,199,4,22,0.09,0.2,0.24,0.61,0.59,0.81,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,False,True,35.94109987233167,True,False,-0.2551688298129162,-0.1819235422151719,-0.1833853420471572
61,open,5,108,6,macdh,86,122,2,6,0.05,2052,692,355,16,748,216,250,966,75,360,887,161,398,713,993,877,377,357,583,555,321,303,302,109,16,155,462,54,474,606,17,24,42,19,440,13,21,101,20,706,20,23,0.14,0.3,0.06,0.22,0.41,0.58,True,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,16.396847574794336,True,False,-0.1898760508457039,-0.1602557411103926,-0.173644833934169
62,HLC/3,34,79,2,macdh,234,319,4,15,0.14,885,676,83,69,76,209,126,587,2,300,535,94,129,503,888,759,495,345,933,837,358,250,834,175,525,170,777,898,736,284,8,48,88,10,736,18,49,34,11,924,21,20,0.39,0.05,0.06,1.0,0.17,0.19,True,True,True,True,True,True,False,False,True,True,True,False,False,False,True,False,True,17.343236070412036,True,False,-0.250093806064621,-0.2490829049103089,-0.2706929224902095
63,low,17,26,16,macdh,190,165,2,10,0.09,1193,640,187,334,140,196,376,70,132,187,675,123,336,376,868,583,352,312,878,855,437,402,890,959,327,375,623,891,525,296,2,49,50,20,848,7,8,89,20,208,21,1,0.3,0.2,0.5,0.67,0.77,0.89,False,True,False,False,True,True,True,True,False,True,False,False,True,True,True,False,True,9.549408716822672,True,False,-0.1651253731884346,-0.1583255621589196,-0.1755397126712404
64,HLCC/4,58,143,32,macdh,93,3,5,14,0.26,868,537,194,360,911,97,120,893,95,220,701,231,156,944,734,516,434,404,964,603,470,282,394,274,47,927,24,154,85,46,6,14,12,16,159,11,31,40,11,520,4,18,0.33,0.35,0.24,0.61,0.59,0.81,True,False,False,True,True,True,True,False,False,False,True,False,True,True,False,False,True,54.70574988909825,True,False,-0.2634714320243395,-0.1753487842499914,-0.1855929697323048
65,HLCC/4,2,180,3,macds,397,397,5,15,0.14,598,974,164,30,980,27,132,757,266,390,908,196,257,904,720,705,489,344,968,935,367,335,317,577,709,810,315,635,304,765,29,51,50,18,289,14,21,27,5,120,9,15,0.28,0.33,0.89,0.86,0.87,0.99,True,True,False,False,True,True,False,True,True,True,True,True,False,False,True,True,False,26.65282147486513,True,False,-0.2507390560174622,-0.331632959797082,-0.3444523770278231
66,OHLC/4,370,465,33,macdh,342,84,5,15,0.39,1110,599,2,358,850,37,233,470,179,145,960,364,249,721,945,763,462,320,558,513,354,263,108,784,32,808,285,230,489,283,23,37,75,7,262,12,31,24,11,66,2,15,0.27,0.07,0.38,0.51,0.61,0.73,True,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,16.364875520805935,True,False,-0.2361624429307351,-0.2955695560488739,-0.3011002272044443
67,OHLC/4,24,150,41,macds,243,370,5,7,0.1,1248,357,97,317,256,275,158,128,342,80,958,95,352,623,966,951,338,292,753,694,316,264,391,310,327,736,661,584,366,570,25,41,74,17,257,5,20,83,15,311,22,17,0.28,0.13,0.35,0.82,0.68,0.96,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,True,7.462383143604951,True,False,-0.2095576961573908,-0.2172987123961799,-0.2205730579302952
68,low,95,99,39,macd,192,109,5,4,0.37,1484,959,306,104,88,331,386,277,52,205,447,293,53,19,974,759,441,278,957,600,350,270,52,784,801,869,171,199,655,784,24,29,54,15,960,11,27,50,7,888,11,10,0.19,0.25,0.31,0.74,0.74,0.97,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,37.8153147153876,True,False,-0.2200801231953787,-0.2068282423961256,-0.2112237719174309
69,HL/2,389,391,36,macdh,321,152,5,3,0.06,2987,855,288,3,915,91,332,593,278,54,951,339,312,865,841,734,351,342,946,526,343,305,66,188,194,851,55,4,481,828,9,44,2,11,625,14,50,79,8,510,9,8,0.3,0.06,0.43,0.89,0.9,0.8,True,True,True,True,False,False,False,True,True,True,True,True,False,True,False,False,False,13.40695444899715,True,False,-0.2497674457879091,-0.3134082710972508,-0.3186929423171519
70,HLC/3,59,314,23,macd,235,136,5,10,0.34,1314,853,87,35,9,29,84,269,323,377,43,394,328,286,942,805,493,360,828,635,273,257,131,593,545,801,51,68,415,465,27,45,25,1,416,5,11,7,5,709,24,21,0.21,0.35,0.15,0.18,0.73,0.74,True,False,True,True,False,False,True,True,True,False,True,True,True,True,False,True,True,34.76695363303397,True,False,-0.1868302490675311,-0.1958152991371126,-0.1959052327912854
71,HL/2,262,267,33,macdh,94,303,3,8,0.26,2099,335,278,83,661,137,397,334,194,315,943,100,312,295,902,617,398,273,965,830,351,250,121,635,2,12,231,370,75,685,9,54,69,6,436,14,46,5,18,993,9,16,0.37,0.13,0.08,0.15,0.33,0.57,True,True,True,True,False,True,True,False,False,False,False,False,False,True,True,True,False,57.34173890564888,True,False,-0.2267938309380329,-0.1927509710543025,-0.1977769658767362
72,HLC/3,207,293,10,macds,380,66,5,11,0.34,628,424,360,284,748,104,262,106,8,143,403,272,172,211,948,731,401,335,993,698,419,287,392,803,655,135,617,914,667,961,3,30,20,2,444,16,28,90,3,481,13,1,0.11,0.37,0.3,0.67,0.55,0.8,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,10.434981880559404,True,False,-0.2361101431151404,-0.3593419566220475,-0.3591168916529446
73,open,41,284,48,macd,244,181,6,15,0.11,890,563,160,5,111,31,144,914,68,178,845,209,350,941,937,855,366,304,773,642,482,406,251,275,546,993,606,409,298,722,28,35,56,18,792,12,23,77,14,895,9,23,0.13,0.3,0.05,0.2,0.43,0.57,True,True,True,True,True,True,False,True,True,True,False,False,True,False,False,True,True,37.53654618288941,True,False,-0.173663227654315,-0.1577016364819312,-0.1596702738969132
74,low,183,207,48,macdh,140,263,6,8,0.35,1018,587,191,240,699,359,125,240,314,43,10,305,120,103,964,926,413,384,968,899,289,265,706,641,787,734,662,569,114,603,9,55,64,8,385,12,26,94,19,702,3,21,0.39,0.13,0.05,0.86,0.18,0.23,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,27.88390567761822,True,False,-0.2963218044707189,-0.2537489081600749,-0.2576342363046822
75,HLC/3,137,242,6,macdh,144,381,5,20,0.36,215,537,337,45,387,218,290,621,109,231,985,249,252,581,671,660,498,261,995,508,407,406,405,617,491,572,86,987,961,106,24,39,94,15,43,11,40,40,19,391,5,7,0.18,0.23,0.41,0.45,0.88,0.9,True,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,43.20458449041412,True,False,-0.2703026940212084,-0.2305257734773902,-0.2393032561829016
76,HLCC/4,380,491,5,macdh,213,368,5,3,0.39,578,224,35,356,737,362,112,415,338,254,370,400,136,86,918,791,472,288,915,741,417,308,173,498,772,766,364,591,266,950,5,34,38,2,82,16,49,38,3,940,25,4,0.24,0.22,0.37,0.56,0.89,0.97,False,True,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,46.39096246699425,True,False,-0.2354085544828665,-0.2270909529549835,-0.2373840433911923
77,HL/2,198,236,27,macdh,146,173,6,20,0.22,2544,686,113,120,95,360,99,112,377,350,505,181,169,967,810,648,363,321,605,511,487,372,540,124,450,61,242,769,471,579,15,25,4,8,392,2,44,102,19,958,24,12,0.03,0.17,0.27,0.72,0.83,1.1,False,True,False,True,True,False,True,True,True,True,True,False,False,False,True,False,True,29.46678555897632,True,False,-0.3028225021473094,-0.2660113081345684,-0.2718523600102246
78,high,74,282,26,macd,316,54,3,9,0.39,2860,861,55,57,932,105,208,321,351,138,310,82,93,788,614,521,411,282,934,813,342,276,471,856,753,152,444,180,311,981,25,49,86,10,672,11,29,22,2,207,2,17,0.19,0.15,0.34,0.43,0.94,0.97,True,True,True,True,False,False,True,True,True,False,True,True,False,True,True,False,True,20.914937824475167,True,False,-0.1807078460932943,-0.2550438480992225,-0.2570831819182163
79,HLCC/4,231,314,48,macdh,167,59,3,18,0.31,2992,496,40,246,445,341,366,443,218,143,961,380,215,96,905,539,369,272,728,709,381,267,5,465,241,115,115,461,623,403,6,20,14,3,790,3,16,60,18,632,10,19,0.38,0.2,0.44,0.52,0.84,0.89,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,True,True,30.015456876062217,True,False,-0.1972460888273957,-0.1958472429866892,-0.1978985210840367
80,HLC/3,135,186,7,macdh,18,198,2,5,0.34,1589,444,162,12,840,46,361,26,386,76,909,47,170,692,859,852,439,352,748,500,428,331,578,866,99,34,963,667,500,226,8,33,64,18,562,2,22,32,7,576,3,17,0.26,0.26,0.87,0.97,0.86,0.97,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,18.01854174763364,True,False,-0.2525237329943763,-0.1679284468880084,-0.1762720402457449
81,high,88,221,19,macds,291,172,5,4,0.32,2926,667,190,100,287,138,204,740,244,169,361,190,152,710,864,519,367,318,918,606,374,341,944,857,712,256,181,299,521,811,2,42,27,9,328,2,6,45,7,582,4,15,0.18,0.18,0.38,0.72,0.5,0.76,True,True,True,True,False,True,False,True,False,False,False,True,True,False,True,True,False,11.7131952488371,True,False,-0.2416432928038128,-0.3170331971553713,-0.3179006817123038
82,OHLC/4,159,201,25,macd,198,92,5,14,0.1,374,494,202,345,90,56,188,272,66,398,419,30,150,78,744,690,407,280,661,507,498,266,926,3,787,298,420,197,628,644,15,30,47,4,511,11,50,74,11,394,13,4,0.05,0.23,0.05,0.18,0.45,0.53,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False,True,30.3475438742443,True,False,-0.1850570308506146,-0.1916818161310505,-0.1900144398369941
83,high,422,458,32,macdh,162,361,6,12,0.03,2989,859,64,211,364,79,209,544,163,307,690,331,334,500,737,676,477,465,948,588,357,306,31,421,276,610,597,130,106,178,4,18,5,13,344,12,37,99,12,254,2,7,0.39,0.36,0.24,0.62,0.78,1.0,False,True,False,True,True,False,False,True,True,True,True,True,False,False,False,False,True,42.919352904398224,True,False,-0.2552288414427197,-0.2263459316632601,-0.2281185921684453
84,open,115,134,35,macds,244,75,5,3,0.16,756,973,37,207,226,334,260,742,200,76,889,232,275,680,1000,954,438,250,726,588,361,357,734,935,389,706,967,147,246,396,11,30,52,17,322,14,29,22,5,764,2,9,0.14,0.24,0.81,0.93,0.91,0.95,True,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,9.847128797938318,True,False,-0.214130174364251,-0.245266740650398,-0.2440906276324431
85,HLC/3,193,465,45,macdh,248,60,5,3,0.14,1444,942,173,256,78,383,116,29,214,193,880,69,17,761,913,663,284,266,898,627,422,411,225,967,645,52,753,897,195,715,30,52,63,16,391,2,18,68,3,444,21,8,0.11,0.22,0.52,0.54,0.9,0.91,True,True,False,False,True,False,False,True,True,True,True,True,False,True,True,False,True,25.36359147005321,True,False,-0.2125272711064179,-0.2187903693755112,-0.2215902287081758
86,HLC/3,122,384,39,macd,272,62,6,11,0.1,1442,729,279,48,143,336,104,661,241,319,81,245,204,377,764,741,489,387,994,530,427,422,620,497,529,295,472,170,323,726,9,29,75,13,723,8,39,4,16,306,20,25,0.12,0.16,0.83,0.91,0.83,0.95,True,True,False,True,True,False,False,True,True,True,False,True,True,True,True,True,True,20.13100246262956,True,False,-0.1706336320668354,-0.1923448483934169,-0.1927562852579359
87,open,6,170,11,macds,267,322,2,17,0.03,868,778,201,279,378,156,274,920,93,138,604,186,328,323,971,825,483,393,800,706,479,274,356,676,336,84,650,676,78,265,4,33,55,19,887,8,36,85,17,606,1,23,0.28,0.31,0.8,0.84,0.91,0.98,False,False,True,True,True,False,False,False,True,True,True,False,False,False,False,True,True,22.714275935425384,True,False,-0.1659695795747378,-0.2258781407329704,-0.2300004073330335
88,OHLC/4,130,290,31,macdh,129,364,5,10,0.31,2556,461,177,304,676,306,45,740,345,138,400,201,121,339,867,663,388,311,538,501,431,430,782,46,198,989,174,580,500,109,21,45,84,12,282,12,47,82,16,892,8,19,0.11,0.21,0.24,0.61,0.59,0.81,True,False,True,True,True,True,False,True,False,True,True,False,True,False,False,True,True,34.88465158830356,True,False,-0.2634609301120444,-0.2194627392010246,-0.2252092076177374
89,close,104,109,26,macdh,338,146,5,16,0.3,2849,367,16,360,940,258,44,120,105,73,616,149,69,440,799,550,297,267,988,689,384,315,907,436,904,525,715,308,567,888,29,46,81,2,403,11,18,27,3,111,22,20,0.13,0.32,0.09,0.22,0.4,0.56,False,True,True,True,False,True,True,False,False,False,False,False,True,False,False,True,True,17.55673939352642,True,False,-0.2163600697185933,-0.2396865392774841,-0.2485643106278043
90,HLCC/4,38,220,37,macd,281,57,4,9,0.4,721,994,37,287,393,319,27,208,203,168,541,185,30,283,906,749,430,283,608,590,486,401,30,910,303,494,337,627,799,634,30,48,103,19,205,17,33,80,3,796,13,4,0.05,0.32,0.31,0.45,0.92,0.99,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,True,28.92458494572345,True,False,-0.1846229326534727,-0.2140247641172881,-0.2161991590469622
91,low,93,181,31,macd,105,234,5,2,0.23,823,901,164,112,335,164,190,629,383,39,433,381,359,750,811,665,443,272,764,734,339,274,400,594,646,64,126,911,754,990,15,44,8,9,588,8,48,12,13,345,1,3,0.07,0.18,0.08,0.25,0.65,0.91,False,True,False,True,False,True,False,True,True,False,True,True,False,True,False,True,False,27.273424546659296,True,False,-0.2105935763084113,-0.1717822485113633,-0.1731519665854816
92,open,360,380,36,macdh,302,214,4,10,0.35,1916,531,239,340,513,107,365,483,147,71,726,31,138,985,720,504,475,415,866,775,499,279,121,459,615,629,30,582,974,88,24,55,75,19,3,9,35,86,20,110,16,15,0.36,0.35,0.29,0.59,0.83,1.01,False,False,True,False,True,False,True,True,True,True,True,False,True,True,False,True,False,21.665203841443752,True,False,-0.2549391977083147,-0.3326099346412143,-0.3365990701882015
93,OHLC/4,39,128,10,macd,364,334,5,10,0.25,289,900,201,66,84,385,233,701,12,167,748,241,154,380,824,586,490,299,917,626,442,291,796,650,92,11,697,351,842,638,13,31,20,3,755,10,25,70,10,74,2,21,0.06,0.17,0.31,0.61,0.82,1.0,False,True,False,False,True,False,True,True,True,False,False,True,True,False,False,False,True,18.243731254843603,True,False,-0.2417939500630613,-0.3241673210120732,-0.330364313027642
94,HLC/3,129,428,23,macdh,302,233,6,9,0.36,525,943,167,315,158,145,195,928,326,383,22,248,391,351,699,598,478,376,931,527,424,291,223,822,576,688,176,864,693,873,7,30,98,9,408,16,50,104,5,185,8,2,0.26,0.4,0.84,1.0,0.93,0.85,False,True,True,True,True,True,True,True,False,True,False,False,True,True,True,False,True,19.51924378284609,True,False,-0.2704708058968929,-0.3059703442349245,-0.313916851365732
95,HL/2,7,199,21,macds,378,377,5,19,0.08,731,1000,334,157,937,316,185,143,244,319,873,120,316,206,899,629,495,437,694,503,458,374,224,858,938,144,496,10,820,759,18,52,83,12,496,7,15,56,8,322,16,9,0.1,0.2,0.28,0.59,0.83,1.01,True,False,True,True,False,True,True,False,True,False,True,False,False,False,True,True,False,22.58116218169452,True,False,-0.2363458611516939,-0.3234603414349051,-0.329155622887854
96,low,265,379,42,macdh,340,129,5,11,0.14,2587,670,269,9,16,250,139,635,299,64,972,171,89,805,691,536,387,267,691,670,489,346,499,562,999,876,183,561,360,567,6,51,23,15,692,12,18,76,20,244,4,20,0.04,0.19,0.24,0.61,0.59,0.81,False,True,False,True,False,True,True,True,False,True,False,True,False,True,True,False,False,24.82076709249609,True,False,-0.1880579563741915,-0.205859396350716,-0.2097894870979644
97,HL/2,95,472,33,macdh,365,223,5,18,0.35,2294,254,120,116,696,211,190,454,227,8,889,364,203,74,982,721,324,276,897,867,466,299,605,632,123,503,746,646,957,856,19,49,29,8,123,8,33,54,17,361,5,11,0.19,0.01,0.82,0.91,0.97,1.0,False,False,True,True,False,False,True,True,False,True,True,False,False,True,False,False,False,10.830938149921687,True,False,-0.2169743626984578,-0.2588616104448156,-0.2666219498528659
98,high,85,274,15,macd,48,265,6,11,0.22,1876,800,20,159,244,110,17,33,106,365,839,357,354,740,820,545,497,317,998,779,481,309,10,310,123,597,781,154,728,771,15,54,13,13,44,11,39,12,10,169,22,1,0.33,0.37,0.52,0.54,0.84,0.86,False,False,False,True,True,True,False,True,False,False,True,True,True,False,True,False,False,47.53881208865253,True,False,-0.1950064082566427,-0.1263678722073439,-0.1275710544688741
99,high,19,280,9,macd,31,116,5,20,0.11,1137,408,160,277,560,267,317,690,194,223,452,390,170,30,878,816,384,352,935,555,422,323,300,910,648,22,341,485,952,150,17,40,5,20,851,15,45,65,17,181,8,8,0.35,0.21,0.22,0.35,0.58,0.72,True,True,True,False,True,True,False,False,False,False,False,True,True,True,False,False,False,53.994020201418174,True,False,-0.1624756802465154,-0.0788755223922998,-0.0841763955434282
100,HLCC/4,50,306,48,macdh,61,6,4,15,0.11,870,562,399,209,14,277,316,437,201,171,422,143,287,750,818,612,491,378,682,630,315,266,71,900,71,919,697,928,540,85,3,47,10,12,483,12,26,57,13,96,20,14,0.11,0.17,0.46,0.96,0.9,0.91,False,True,False,True,True,True,True,False,True,True,True,False,False,True,False,True,True,23.130652484232332,True,False,-0.19567279477224545,-0.11310757264258288,-0.11828008687155746
101,high,68,243,6,macds,307,184,4,5,0.27,2518,952,219,229,602,334,124,860,157,207,832,94,336,463,687,506,467,426,607,584,412,400,544,359,834,84,667,431,238,391,5,52,31,12,446,16,38,91,10,357,23,1,0.34,0.01,0.32,0.38,0.53,0.63,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,True,28.890710877708667,True,False,-0.1933211136480347,-0.24202672905322983,-0.2446891446013716
102,OHLC/4,4,420,4,macds,160,31,5,17,0.01,1565,845,234,149,798,154,301,73,159,134,277,293,74,625,926,677,466,331,685,523,415,265,726,678,561,440,254,223,286,547,21,56,20,13,625,16,44,103,20,884,7,10,0.32,0.28,0.11,0.21,0.41,0.51,False,True,True,True,True,False,True,False,True,False,False,True,True,False,False,True,True,55.227096437553776,True,False,-0.18923962484446372,-0.17602513906254164,-0.18509649891913774
103,HLCC/4,83,219,18,macdh,99,132,3,18,0.2,2914,759,100,330,586,33,46,260,17,176,935,76,392,829,910,835,382,360,997,616,441,381,717,421,965,168,392,172,858,602,8,10,55,4,956,8,40,97,4,236,1,19,0.1,0.19,0.09,0.1,0.23,0.23,False,True,True,True,False,True,False,False,False,True,True,False,False,True,False,True,True,54.62754111904081,True,False,-0.22160380450241265,-0.17497751233689604,-0.18185418186044136
104,low,218,247,34,macdh,47,92,6,3,0.03,1601,527,226,81,106,173,213,872,29,266,114,337,47,609,720,523,376,277,699,601,409,365,135,436,311,607,87,423,664,509,7,10,88,16,497,2,20,54,16,687,21,6,0.12,0.04,1.14,1.13,1.09,1.05,False,True,True,False,False,True,True,True,True,False,False,True,True,True,True,False,True,0.0,False,True,0.0,0.0,0.0
105,high,396,457,25,macds,116,40,6,20,0.23,1101,474,20,294,432,241,218,499,196,138,889,320,305,782,776,743,387,277,705,532,499,333,451,222,647,782,935,821,154,679,13,43,7,4,60,10,31,11,16,927,7,18,0.18,0.33,1.2,1.0,1.13,1.1,False,True,True,False,True,False,True,True,False,False,False,True,True,True,False,True,True,0.0,False,True,0.0,0.0,0.0
106,open,100,452,32,macdh,169,31,6,19,0.23,269,677,132,43,982,252,121,474,73,389,196,168,323,969,721,669,417,263,803,669,496,335,359,962,550,267,729,564,208,131,6,21,90,5,62,8,9,41,15,430,13,22,0.04,0.03,1.1,1.15,1.0,1.05,True,False,True,True,True,True,False,True,False,True,True,False,True,False,False,True,False,0.0,False,True,0.0,0.0,0.0
107,close,12,371,29,macd,329,83,6,17,0.2,2563,742,316,311,237,217,383,555,14,54,338,368,31,28,882,675,453,255,859,530,481,365,795,877,708,978,84,376,925,102,29,53,70,15,521,3,13,64,20,70,7,16,0.36,0.05,1.0,1.1,1.11,1.12,True,True,True,False,True,True,False,True,True,False,False,False,True,False,False,True,True,0.0,False,True,0.0,0.0,0.0
108,open,22,299,7,macdh,69,374,6,8,0.37,2153,896,80,204,299,96,8,771,272,274,503,330,42,401,896,719,428,316,669,553,360,326,375,721,809,475,866,124,73,346,4,49,50,16,557,5,20,53,15,930,7,13,0.02,0.02,1.02,1.0,1.14,1.16,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,0.0,False,True,0.0,0.0,0.0
109,OHLC/4,218,459,38,macdh,91,191,6,12,0.18,2620,990,15,366,801,207,389,456,46,310,68,84,332,566,558,507,466,424,934,502,463,446,544,34,220,857,836,233,267,933,11,33,98,17,551,9,40,3,20,459,15,3,0.35,0.14,1.11,1.02,1.14,1.13,True,False,True,True,False,False,False,True,True,True,False,False,True,True,True,False,False,0.0,False,True,0.0,0.0,0.0
110,HL/2,387,467,49,macdh,7,381,6,6,0.1,2797,241,396,268,240,151,357,969,99,32,196,347,388,512,890,597,381,283,995,783,330,255,594,202,297,541,55,844,297,269,4,28,102,3,939,10,36,58,10,402,11,16,0.02,0.37,1.13,1.1,1.17,1.03,True,True,False,False,True,False,False,True,True,False,True,False,True,False,True,True,True,0.0,False,True,0.0,0.0,0.0
111,HLCC/4,20,494,3,macds,102,198,6,13,0.05,2840,947,118,293,762,269,352,852,361,70,940,354,379,36,889,705,399,386,864,798,445,346,201,611,683,557,151,356,151,138,4,33,90,5,91,16,39,61,3,384,13,14,0.16,0.18,1.15,1.0,1.17,1.1,True,True,True,True,True,False,True,False,True,False,True,True,True,False,False,True,False,0.0,False,True,0.0,0.0,0.0
112,OHLC/4,85,242,37,macd,62,275,6,20,0.05,2624,698,351,44,388,310,55,593,342,166,740,277,45,359,843,553,477,406,843,500,475,350,756,867,370,370,940,981,763,283,5,15,85,1,666,11,35,36,8,626,5,8,0.35,0.05,1.03,1.0,1.2,1.13,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,0.0,False,True,0.0,0.0,0.0
113,open,343,371,35,macd,59,83,6,3,0.17,227,680,300,400,281,233,304,334,181,172,182,68,300,287,701,625,484,406,995,642,396,277,66,259,472,825,772,865,844,290,4,11,62,3,824,3,50,69,15,812,11,24,0.31,0.26,1.01,1.05,1.2,1.08,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,0.0,False,True,0.0,0.0,0.0
114,close,65,100,10,macdh,397,114,6,17,0.38,2588,555,95,269,772,143,308,950,53,114,903,211,24,197,672,653,477,326,896,595,497,254,862,786,529,143,216,70,416,929,13,24,42,12,57,12,46,26,13,893,11,23,0.36,0.17,1.17,1.07,1.14,1.13,False,False,True,False,True,True,True,True,True,False,True,False,False,True,True,False,True,0.0,False,True,0.0,0.0,0.0
115,close,18,338,22,macds,101,184,6,1,0.35,2069,963,129,69,284,73,191,332,291,164,102,160,14,716,796,588,349,289,722,640,412,262,644,685,803,151,318,93,5,604,24,31,63,11,572,15,27,9,16,579,9,12,0.37,0.38,1.05,1.14,1.14,1.03,False,False,True,False,True,False,True,True,True,False,True,False,True,False,False,True,False,0.0,False,True,0.0,0.0,0.0
116,high,256,315,11,macdh,51,360,6,1,0.37,623,414,102,353,797,374,329,493,94,19,46,337,276,756,901,649,410,408,964,503,470,459,237,132,462,582,388,230,881,556,8,28,10,8,20,3,8,59,6,863,3,15,0.15,0.36,1.17,1.05,1.01,1.1,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,False,True,0.0,False,True,0.0,0.0,0.0
117,open,106,466,37,macds,69,293,6,2,0.08,477,373,157,33,529,365,224,22,181,61,987,191,197,55,815,622,414,383,988,981,288,276,610,32,507,990,769,329,259,967,23,43,101,4,996,5,28,73,13,704,3,4,0.18,0.12,1.08,1.02,1.19,1.17,False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,True,True,0.0,False,True,0.0,0.0,0.0
